action figure,building blocks,coloring book,coloring pencils,crayons,doll,dollhouse,drum set,duplo,easel,finger paints,guitar,harmonica,ipad,kazoo,keyboard,lego,magnetic tiles,markers,modeling clay,musical instrument set,paint set,play food,play mat,play tent,play tunnel,play-doh,playhouse,recorder,stuffed animal,tambourine,teddy bear,toy accordion,toy balalaika,toy banjo,toy bassoon,toy bongo,toy car,toy castanets,toy cello,toy clarinet,toy conga,toy cymbals,toy didgeridoo,toy djembe,toy double bass,toy drum,toy drum set,toy dulcimer,toy esraj,toy flute,toy french horn,toy glockenspiel,toy guitar,toy harmonium,toy harp,toy keyboard,toy kitchen,toy lute,toy lyre,toy mandolin,toy maracas,toy marimba,toy microphone,toy oboe,toy piano,toy piccolo,toy psaltery,toy santur,toy sarangi,toy saxophone,toy sitar,toy surbahar,toy tabla,toy tambourine,toy tanpura,toy timpani,toy tool set,toy train,toy triangle,toy trombone,toy truck,toy trumpet,toy tuba,toy ukulele,toy veena,toy vibraphone,toy viola,toy violin,toy whistle,toy xylophone,toy zither,ukulele,watercolor set,xylophone
0.06530399,0.02590652,0.03648056,0.06091091,0.007983269,0.07233958,0.07383891,-0.015999306,0.0043469677,0.010331436,0.036461387,-0.04189733,-0.026679505,-0.030563876,0.0125758685,-0.013002437,0.043902643,-0.04658718,0.015014404,0.035070784,-0.049732234,0.010169049,0.043596588,-0.0106867505,-0.012798647,0.047726743,0.026071776,0.05629155,0.00071726774,0.066412896,0.023755908,0.07205011,0.057860605,0.0472041,0.03806653,0.05119705,0.059334908,0.008240947,0.064680964,0.025488803,-0.010422443,0.07834276,-0.007819227,0.05851759,0.057782672,0.02587066,0.064504206,0.021685582,0.05149652,0.08339663,-0.003893691,0.023118135,0.0498055,-0.018293997,0.03952923,0.04744686,0.033288922,0.04402884,0.06465951,0.07209234,-0.0018918592,0.075184815,0.052540883,-0.024799164,0.037703674,0.036203288,-0.0056920024,0.06660747,0.050333925,0.06733145,-0.011788841,0.039105117,0.049280364,-0.016513925,0.042956177,0.060533386,0.02695368,0.025905043,0.043324273,0.030108392,0.011143414,0.05241943,0.03211667,0.042829223,0.032291222,0.04878455,0.021719035,0.006316791,0.021695772,0.0058842646,0.037790686,0.052024756,-0.002064443,0.046307754,-0.016710421
-0.053302135,0.069264576,0.010519167,0.0046880497,-0.028083788,0.028960073,0.033315856,0.03535094,0.06445116,0.00010283493,-0.057896614,-0.054094937,-0.023894144,-0.036525693,-0.0035171625,-0.06705507,0.011715295,-0.050614826,-0.009503121,0.05222293,0.007466906,0.01635325,0.026146056,0.028804129,0.03929334,0.06562819,0.059580702,0.0724699,-0.044829812,0.07091865,0.009308099,0.0040109297,0.038665183,0.018153088,0.07415829,0.0367239,0.04409791,-0.021708874,-0.026777998,0.0034193897,-0.0072694453,0.045318887,0.026698811,0.027158724,0.020453772,0.0011803709,0.033699922,0.042851485,0.03452538,0.014302533,-0.05692794,-0.0399552,0.021707894,-0.029576996,0.026322922,-0.052889846,-0.068136476,-0.026294136,0.0038711468,0.049662404,-0.029265534,0.020010082,-0.012813195,0.018730754,0.0024817202,-0.0018674087,-0.0149161955,0.03107579,0.005771514,0.012839834,0.03193774,0.05774792,0.020814601,0.048329595,0.025260007,0.005639011,0.019400563,-0.029579308,0.051502354,-0.05856848,-0.0012887261,0.03713081,0.013805423,0.01566877,0.004479644,0.055417288,-0.0054874644,-0.017282398,-0.0069915676,-0.025030894,-0.021191468,0.050368186,-0.037864275,0.068995416,-0.05577797
-0.020527499,-0.055848476,0.04773375,0.04562498,0.007881281,0.0071656452,-0.026138537,-0.0046348018,-0.053631857,0.010479688,-0.0024190594,-0.02543878,0.029553797,0.009851064,0.07588089,0.024848526,-0.013429428,0.00042991224,0.021519905,-0.0061312695,0.034734372,0.013707223,-0.032970734,-0.045501135,0.03561368,-0.00903534,0.031102972,0.012895049,0.032054443,0.008285631,0.014298075,-0.018076895,0.05133559,0.04462622,0.0402947,0.051630106,0.008265763,0.04327655,0.049541697,0.059606474,0.0442184,0.04223303,-0.018403726,0.062676795,0.04574599,0.042916555,0.030169409,0.017734412,0.056726266,0.037241053,0.046607025,0.041191477,0.0721471,0.043050557,0.06330308,0.06363488,0.05339767,0.044673994,0.064249046,0.07018216,0.06302017,0.020882595,0.050442703,0.06609538,0.050461374,0.03575133,0.052995693,0.0657154,0.08016858,0.06515081,0.041769702,0.056794096,0.046118796,0.037378825,0.05388252,0.06321348,0.07668486,0.061976604,0.051011037,0.015265722,0.010601463,0.024977181,0.056424323,0.066932894,0.021964643,0.036948193,0.056696698,0.079476975,0.064213924,0.06426086,0.053412586,0.048057634,0.004521368,-0.005563156,0.0511532
-0.01610649,-0.06304029,-0.067061074,-0.06349106,-0.049479824,-0.025120318,-0.029210262,-0.03183172,0.026532028,-0.021741433,-0.074670106,-0.033272576,-0.02926652,-0.062219948,-0.048272904,-0.022782786,-0.025073495,-0.008133342,-0.016541233,-0.051992755,-0.054246023,-0.08147449,-0.07770099,-0.06483076,-0.07447116,-0.076505706,-0.06727642,0.022696238,-0.012000367,-0.041715495,0.021224856,-0.0024096253,0.014205469,-0.012552943,-0.014259909,-0.019896526,-0.050360255,-0.005578441,-0.028009575,0.011290313,-0.00076494674,-0.008011778,-0.045857094,-0.025078233,-0.043016605,-0.0054527824,0.020692043,-0.01625547,0.017859586,-0.036826592,0.00923153,0.013993129,-0.004114828,0.011622188,0.027775506,0.022108005,-0.02310821,0.020027192,-0.030763123,0.011600715,0.017733974,-0.030240975,-0.0144171445,-0.015271699,-0.049574085,0.045797355,-0.035273764,-0.04697766,-0.027079454,-0.01745719,-0.008834784,0.025992462,-0.040921852,-0.0017981491,0.0038831243,-0.026481438,-0.006596465,-0.02459829,0.014291715,0.037732195,-0.018260071,-0.0168906,0.030080603,0.0116681205,0.0103474995,-0.040831212,0.014670694,-0.04409969,0.0044588977,-0.009790493,0.0005488643,0.0037642654,0.014763379,-0.06467874,0.04197765
0.0073114885,0.044601496,0.016112197,0.06729198,-0.00598004,0.0061885077,0.027714241,0.073978916,-0.03353209,0.05250951,0.0637552,0.0671672,0.039777316,-0.084950395,0.023105804,-0.0052503604,0.030734714,0.005778861,0.01098214,-0.01981206,0.079547934,0.050509848,-0.09415528,0.043425336,0.04878789,0.03078652,-0.058522254,0.04918762,0.02094164,0.020165397,0.082213014,0.008873318,-0.022065371,0.005638103,0.016248534,0.049087714,-0.0048974147,0.01852478,0.018169623,0.057196084,0.030918663,0.015636783,0.052091714,0.04973682,0.049553324,0.029206796,0.06353708,0.07374712,0.041896082,0.016447745,0.04386553,0.041840844,-0.0047184303,0.07159389,0.045935165,0.03443952,0.024408652,-0.08664544,0.051498827,0.058888488,-0.012152113,0.04646863,0.01797971,0.037165288,0.04896541,0.031489816,0.05733088,-0.026474876,0.00017993028,0.0112149855,0.03326304,0.059534077,-0.017669821,0.0030254268,0.061990574,-0.016035594,0.03813958,0.07520765,0.062108476,0.07584686,0.03205938,0.0558622,0.022436509,0.03829385,0.07138801,0.00952083,0.045936223,0.011223036,0.04912751,-0.05824818,0.05865543,0.014152254,0.07426184,0.06952586,0.0517294
-0.04009912,0.075242005,-0.031266905,-0.024092829,-0.040192947,-0.061058313,0.037620857,0.028084913,0.061658096,0.038308132,-0.022393541,0.019326186,-0.040565785,0.07199625,-0.06738165,0.053807005,-0.019754903,0.029954113,0.041335862,-0.016633932,-0.038339693,0.077343926,-0.012300467,0.030559981,0.0061654206,0.013112438,-0.0047249473,0.024451707,0.027925786,-0.021955341,-0.053531155,-0.058803786,0.030914215,-0.036594935,-0.01910213,-0.020694112,-0.052527335,-0.03861467,-0.024732081,-0.018118545,-0.02388704,-0.058166426,0.01414127,-0.06631383,-0.03167309,0.050818745,-0.01638329,0.029226923,0.019861842,-0.027645443,-0.03478269,0.015082416,-0.03570376,0.039907172,0.022838403,-0.01641728,0.015393745,-0.017465621,-0.019370172,0.005088637,0.028148148,-0.06819439,-0.01573401,0.0078476155,-0.0380579,0.022548473,-0.007077723,-0.020286407,-0.028141774,-0.0041738725,-0.055759326,0.013423898,0.00064864464,0.042686142,-0.05108966,-0.003492428,-0.0025275862,0.030723754,-0.0074665193,0.031073175,-0.037015155,-0.011181599,-0.011113229,-0.012582391,0.009599246,-0.012028901,0.006881416,0.028293032,-0.010917095,-0.051319208,-0.05969012,-0.008784746,-0.03415537,0.035192925,-0.070203915
-0.0022386364,-0.00092398527,-0.025861895,0.0036427875,-0.009455886,-0.024202362,0.007736576,-0.016855413,-0.06589801,0.02653242,-0.016179642,0.04807803,0.04445037,-0.037198853,-0.009262108,0.031052556,-0.055627525,0.065122165,0.02007533,0.020110315,0.012078332,-0.030232674,0.013119467,0.04742897,0.06926309,-0.0070534535,-0.049718637,-0.0920678,0.040678233,0.046293266,0.06210789,-0.0091592,-0.038172044,-0.04305064,-0.056709986,0.006351674,-0.028307015,-0.057630986,-0.052107297,-0.016719896,-0.0013070229,-0.009545645,-0.029654667,-0.008172425,-0.025157837,-0.037737705,-0.03315581,-0.044085167,-0.026926268,-0.067206666,-0.045400582,0.0056009726,-0.040997438,-0.015243314,-0.028850548,-0.032157183,-0.016130881,-0.039713126,-0.04641324,-0.0013034554,-0.048511807,-0.029548774,-0.05508848,0.046170402,-0.009261109,-0.043871645,-0.051735893,-0.055183183,-0.030992692,-0.047274496,0.031065965,-0.025915723,-0.037504185,-0.028010104,0.0017291394,-0.04959764,0.008106651,-0.041755453,-0.05133188,0.025648752,-0.014100007,-0.032240007,-0.048787743,-0.052395295,0.016042294,-0.06156969,-0.060391482,-0.050223093,-0.037753414,-0.009667436,-0.049930654,-0.039744683,0.04977949,0.027393837,-0.04290793
-0.0427321,0.00861261,0.065083824,0.0438532,0.027007278,-0.043296836,0.021652272,-0.014043545,0.0034771159,0.0044937716,-0.018951561,-0.027919166,-0.014892142,-0.018117175,-0.039796937,-0.04019713,0.0071138805,0.027590914,-0.01573163,-0.06115914,-0.04953939,-0.002649099,0.0084276125,-0.0056236894,0.0014294984,0.06607421,0.003566607,0.031216413,-0.025362225,-0.057766806,0.006370852,-0.043737497,-0.03553257,-0.050537616,-0.020041004,-0.042996235,0.021029962,-0.041570846,-0.021903975,-0.014203322,-0.058436573,-0.03813855,-0.069024056,-0.045414943,-0.008797541,-0.043496657,0.0034088932,-0.03161747,-0.051849853,-0.013316635,0.012339631,-0.021658223,-0.03755681,-0.038971987,-0.031789,-0.009880756,-0.044800587,0.04232736,-0.01867663,-0.01779212,0.010467232,-0.03218862,-0.035853226,0.003012684,-0.05292037,-0.02764522,0.04801247,-0.04223309,-0.027743137,-0.05987288,-0.027671985,-0.00064295455,-0.008770509,0.010165055,-0.02821595,-0.04001558,0.0053719473,-0.04753642,0.013482348,-0.053561617,-0.03671853,-0.006527027,-0.05824715,-0.0051683993,0.0040149023,-0.042539015,-0.028222948,-0.04191012,-0.046366267,-0.012864159,0.008141591,-0.05421285,0.018526766,-0.056308534,0.044449903
-0.035599973,-0.035385896,0.05663493,0.07227194,0.05682702,0.014234097,0.028553702,-0.048231144,-0.0705872,0.05735788,0.026672352,0.047009226,0.04782412,0.041485433,0.03454673,0.08120558,-0.012873835,0.00010015052,-0.012564681,0.002401342,-0.002642805,0.014181432,-0.010252536,0.05600394,0.062034912,-0.010680407,0.0436783,-0.00415005,-0.022598732,-0.07898579,0.061667733,-0.057733912,-0.021392994,-0.01085045,0.0022361272,0.031825367,0.02098345,-0.026070938,-0.03571854,0.024086468,0.058268234,0.039940614,-0.048335712,0.007455989,-0.027322637,-0.034844473,-0.042412277,-0.059367213,0.021391356,0.007376045,-0.028230885,-0.03413032,-0.0096256435,0.024946967,0.0011387091,0.004523641,0.06542446,0.016312674,0.018573873,-0.037543986,0.027962802,-0.027591424,-0.045366697,-0.03967367,0.057096794,0.024971394,-0.028216247,0.015312449,-0.018841594,-0.025586294,0.055960946,-0.004656894,-0.027601784,0.002911693,0.010977561,-0.010935994,-0.022709748,0.014570263,-0.04808446,-0.052576773,-0.0022249327,-0.044536356,-0.041502655,0.011279752,0.012980092,-0.027130637,-0.029205428,0.061541047,0.054953534,-0.023858832,-0.035526495,-0.024426796,0.012858036,0.07913247,-0.026415959
0.047572132,-0.0014623186,-0.057049375,-0.07135869,-0.07698343,0.028757384,0.050315946,-0.048679795,0.04562686,0.011277266,-0.03874213,-0.07403375,-0.029400319,-0.035678413,-0.077744916,-0.0031865237,0.0047024004,-0.025565023,-0.07340737,-0.046149947,-0.07063701,-0.030653857,-0.023133198,-0.05738167,-0.02418458,-0.035696276,-0.07543406,-0.022092534,-0.0035220732,-0.014801023,-0.06589442,-0.014478338,0.021137264,-0.007416647,-0.023846367,-0.06418792,0.048348863,0.0026249397,0.000360018,-0.067980774,-0.06471928,-0.008585415,-0.020997522,-0.022685928,0.030881591,-0.03776749,0.012570122,-0.0053623286,0.031562198,0.013466345,-0.06432419,-0.058730073,-0.032688215,-0.030416897,-0.021200918,0.027619563,-0.009623028,0.048974562,-0.049419917,0.0070542097,-0.044973344,0.034967545,-0.02531797,-0.014487067,-0.07367706,-0.04281516,-0.012613802,0.02935254,0.0014830389,-0.0098831635,-0.05961955,0.013786354,0.020329945,0.009003041,-0.04006268,0.022731723,0.017627958,0.020059818,0.02059035,0.009827939,-0.04508539,0.018455988,-0.046609018,-0.058121204,-0.02513967,0.030122975,-0.010001255,-0.0583607,-0.0632041,0.0264998,-0.016436001,0.0096130315,-0.047753926,-0.042291913,-0.067162566
