Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,Phonological_Similarity_mean,Phonological_Similarity_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
491.0,0.38716901489035815,0.056866087556073856,6.264984230076923,0.6476499094541898,0.2085142857142857,0.06485834381099136,26.0,norms_associative,17,1.4444444444444444,0.8314794192830981
492.0,0.4190011228796867,0.09743428952264804,6.07513757692683,0.8184123648107946,0.1708909090909091,0.06404392952568502,41.0,norms_associative,20,2.05,0.9733961166965892
493.0,0.4304802742943819,0.10981299977971644,5.9515648185405405,0.9022897428905527,0.1841,0.08363068366335409,37.0,norms_associative,13,2.8461538461538463,1.9940740610485723
494.0,0.3975483276562767,0.10241536779173548,6.248353121620689,0.8509155445555091,0.192925,0.1162938734413813,29.0,norms_associative,17,1.7058823529411764,1.0718157151934469
495.0,0.37410883832070935,0.10606600755997969,6.290358189645161,0.7992518185979972,0.1899,0.06110093652673783,31.0,norms_associative,24,1.2916666666666667,0.5384519993050035
496.0,0.40497966586760986,0.0932529323095583,6.234850230787878,0.7389912656189683,0.22803636363636362,0.08097786453997502,33.0,norms_associative,15,2.0625,1.3905372163304368
497.0,0.4570274503703648,0.1179956295912711,6.170668814185185,0.7622117518506476,0.18464,0.039850131743822376,27.0,norms_associative,11,2.4545454545454546,1.6160353486028345
498.0,0.39132319682755223,0.09342753393916313,6.266305148730769,0.6456913954032728,0.178975,0.05559973663863628,26.0,norms_associative,17,1.4444444444444444,0.5983516452371671
575.0,0.4679336959874525,0.14374006245886303,6.328957923523809,0.7731506296329425,0.2024,0.061834213830208935,21.0,norms_associative,11,1.75,0.82915619758885
576.0,0.42430057648003683,0.1261905177582691,5.912037527561404,0.8380342477317714,0.23543636363636364,0.12584380169178944,57.0,norms_associative,30,1.9,2.005824851110718
577.0,0.41503629480118504,0.11270233382245126,6.031970698208333,0.7849852143696744,0.17093529411764705,0.057563247184906,48.0,norms_associative,23,2.0,1.3844373104863459
578.0,0.44830326077100147,0.13622989228531074,6.309735848105263,0.655671513285984,0.20944166666666666,0.08090914610995734,38.0,norms_associative,18,2.0,1.1239029738980326
579.0,0.4227863462165588,0.06907101231456038,6.316804888923077,0.7201148188326874,0.21673333333333333,0.09901613336556152,26.0,norms_associative,20,1.3,0.714142842854285
580.0,0.4128637914016245,0.13699304489978711,6.18400283327027,0.6946720941951168,0.15687272727272727,0.05455657780523062,37.0,norms_associative,24,1.5416666666666667,0.8154327412825385
581.0,0.41733024213310316,0.10732003373176682,6.232678739621622,0.710718795391717,0.20205714285714285,0.06551817967657425,37.0,norms_associative,19,1.9473684210526316,1.190916684103659
582.0,0.4297038733197234,0.11845034481518188,5.849381012641026,0.8243862511148562,0.26865555555555554,0.19132463322264018,39.0,norms_associative,20,1.95,1.499166435056495
583.0,0.4563837013083773,0.13334285448191083,6.1365321951,0.7942733312377509,0.23493333333333333,0.12719788687019304,40.0,norms_associative,21,1.9047619047619047,1.230747426982865
584.0,0.4293055323565498,0.09919475431388056,6.047298738114286,0.7168927446867908,0.21733846153846154,0.05401670325713363,35.0,norms_associative,20,1.75,1.1346805717910218
585.0,0.4414141241433171,0.12015530629435109,6.231988323378378,0.6567382710799673,0.24792499999999998,0.14285013841594466,37.0,norms_associative,19,1.85,0.9096702699330127
586.0,0.43289906680040535,0.10839052621663543,5.90016088866,0.8009604026577198,0.18546956521739133,0.05337557693775998,50.0,norms_associative,22,2.272727272727273,1.6836599252229212
587.0,0.3969208202308252,0.09152208836970815,6.0105937870588235,0.7034518631833874,0.21230833333333332,0.08884443460682309,34.0,norms_associative,20,1.7,1.0049875621120887
588.0,0.37018201293726655,0.11052721109384607,6.198578094913043,0.8156681068458889,0.17859,0.024183577990951725,23.0,norms_associative,17,1.3529411764705883,0.6809315825170721
589.0,0.4432375718726202,0.09475663100975985,6.31862774626087,0.7385731435779218,0.32809999999999995,0.10336435555838384,23.0,norms_associative,12,1.7692307692307692,0.9730085108210399
590.0,0.41256161453885887,0.12677011175052427,6.149445997318182,0.8110255002391542,0.1825,0.06556274348540742,44.0,norms_associative,25,1.76,0.9911609354691095
591.0,0.41801415893928634,0.11682177311819941,6.171365680083333,0.822708862192332,0.19491538461538463,0.09517158930193617,36.0,norms_associative,14,2.5714285714285716,1.5907898179514348
592.0,0.429917353430557,0.11444500546873496,6.410750821763157,0.5857193691071026,0.28714999999999996,0.16163914714229619,38.0,norms_associative,21,1.8095238095238095,1.4013275209106821
593.0,0.4456212408436449,0.11621706828577212,5.813680514390244,0.8719534526769119,0.21614545454545453,0.10974958190021832,41.0,norms_associative,17,2.2777777777777777,1.8500917561496346
594.0,0.42892109614578994,0.08878482548816807,6.110190451892857,0.692838002588044,0.18952857142857144,0.08065756245357518,28.0,norms_associative,14,1.8666666666666667,0.8055363982396381
595.0,0.4159310829928726,0.1091235924693796,6.11242514854,0.7078908963221633,0.1815,0.05829486751805315,50.0,norms_associative,23,2.0833333333333335,1.5252504348102605
596.0,0.4239526348425007,0.10860534675844,6.194775222800001,0.7946646817978463,0.21970909090909088,0.0873436712595189,30.0,norms_associative,15,1.875,1.2686114456365274
597.0,0.4163464443284475,0.1285027891958434,6.092672245171428,0.7957729265110128,0.2089375,0.06772218327212182,35.0,norms_associative,17,2.0588235294117645,1.2588785034725114
598.0,0.4302450280122541,0.11564434562607949,6.017818948475,0.7181208411668307,0.183505,0.07686990017315998,40.0,norms_associative,16,2.3529411764705883,1.7803230529907714
677.0,0.4475821740508855,0.08852385605488876,6.497631888227272,0.6408863813416396,0.2980333333333333,0.1276432946404419,22.0,norms_associative,11,2.0,1.2792042981336627
678.0,0.4117581594522728,0.2083040135022129,6.422704182961539,0.854073491040452,0.41562499999999997,0.36867086269462634,26.0,norms_associative,16,1.625,0.8569568250501305
679.0,0.45899654644301635,0.08611954068876548,6.47510155447826,0.6147964743247857,0.26665,0.09425733393216676,23.0,norms_associative,12,1.7692307692307692,0.9730085108210399
680.0,0.4244503222795886,0.11773771447427168,6.248131919566666,0.8516945747884606,0.179475,0.05264519378415687,30.0,norms_associative,15,1.875,0.7806247497997998
681.0,0.44215384265907715,0.11556878987217732,6.057510874964286,0.7421216457978433,0.27846086956521743,0.16168230841299533,56.0,norms_associative,20,2.6666666666666665,2.5323306286301586
682.0,0.4415260701237654,0.12264125278959893,6.080638905264706,0.823603734754861,0.280675,0.19754618085761258,34.0,norms_associative,16,2.125,1.3169567191065923
683.0,0.43853229140672617,0.16695606019833942,5.781831037348837,0.9147328360668556,0.23171904761904763,0.19706182943190095,43.0,norms_associative,23,1.8695652173913044,1.2266726938839898
684.0,0.4147879952431625,0.11145159328767527,5.876635749288462,0.8375621891554602,0.2585173913043478,0.16727123496713603,52.0,norms_associative,29,1.793103448275862,1.8076334375284353
686.0,0.4400933982161771,0.08655712074893897,6.546724187363637,0.627970503767391,0.19668000000000002,0.03414186579553027,22.0,norms_associative,12,1.8333333333333333,1.0671873729054748
687.0,0.4264094368848188,0.14517375612355815,5.789591802183673,0.9496331936635826,0.213325,0.1082759285830711,49.0,norms_associative,18,2.7222222222222223,1.966541113380873
688.0,0.46426084417073543,0.11330286911851951,6.067676701788462,0.7915132145822698,0.19959047619047618,0.11476649295313462,52.0,norms_associative,18,2.888888888888889,2.8262438537726453
689.0,0.41185249916610883,0.10347826840813104,6.342712852766667,0.7188036669054495,0.2262,0.08783552811932083,30.0,norms_associative,15,1.875,1.165922381636102
690.0,0.40954513860725567,0.10101763852983062,6.767459196071428,0.42783390570419316,0.24523333333333333,0.04304838363206374,14.0,norms_associative,9,1.5555555555555556,0.6849348892187752
691.0,0.43857159745993046,0.11697427918172175,6.04501241172,0.7748153450995848,0.2245888888888889,0.15475510782747304,50.0,norms_associative,27,1.7857142857142858,1.0126747770541304
692.0,0.45145974202322897,0.10935553621997081,6.242592415131579,0.6890324584152642,0.17877142857142858,0.06065850728046731,38.0,norms_associative,19,2.0,1.2565617248750864
693.0,0.40301357919790926,0.12594326168017364,6.214101234243902,0.6403507103428052,0.2012705882352941,0.09716040708993737,41.0,norms_associative,20,2.05,1.2835497652993437
694.0,0.43108069736617,0.16829122773477415,5.928577359604652,0.97917781060002,0.28505454545454545,0.26129072070640535,43.0,norms_associative,24,1.7916666666666667,0.9119195261766371
695.0,0.43960294692897656,0.12456659212235276,6.1273781671627905,0.7332483771072477,0.2620076923076923,0.1513780667816976,43.0,norms_associative,22,1.9545454545454546,1.2239010925305691
696.0,0.4409305845676691,0.12215467926912019,6.220339548763158,0.7076148893009429,0.2114909090909091,0.08523438806661844,38.0,norms_associative,21,1.8095238095238095,1.2196427118919713
697.0,0.3793084937297813,0.08374662705882854,6.392636185705882,0.6590107885321834,0.20834999999999998,0.05890199487283943,17.0,norms_associative,12,1.4166666666666667,0.6400954789890506
698.0,0.3912019205084625,0.12171406124896639,6.072423458837838,0.8563287506390944,0.1835416666666667,0.06400621359514932,37.0,norms_associative,14,2.466666666666667,2.093375795747678
779.0,0.3975353301939328,0.1309224048780495,5.97786790585,0.8265841783852709,0.19704166666666667,0.0843426071377206,40.0,norms_associative,25,1.6,1.0583005244258363
780.0,0.4290272173014872,0.1092821326717932,6.1824592302272725,0.7085735979270891,0.20043571428571427,0.06059622490326829,44.0,norms_associative,24,1.8333333333333333,1.1055415967851334
781.0,0.45534297999189033,0.13254970632054675,6.249078302766667,0.783188312853926,0.23496363636363637,0.13889746774313252,30.0,norms_associative,16,1.875,0.8569568250501305
782.0,0.42030633390508276,0.07731126666778788,6.430374479458333,0.6124757554595308,0.1937111111111111,0.07336070890545641,24.0,norms_associative,11,2.1818181818181817,1.79990817029303
783.0,0.4389247848527468,0.10936567932685853,6.2686805818749995,0.6721087840518936,0.3119166666666667,0.1705088433679223,24.0,norms_associative,16,1.411764705882353,0.6910200073218077
784.0,0.42296671752748943,0.13575685957280137,6.0173349905897435,0.6892001420644633,0.16894375,0.0432409060766924,39.0,norms_associative,20,1.95,1.0712142642814275
785.0,0.47332388567835604,0.14983161561295277,6.073973931186047,0.703794977391089,0.2976125,0.20115210124016436,43.0,norms_associative,15,2.8666666666666667,2.028683207293725
786.0,0.4434943721163684,0.10696413169040872,6.237637523058823,0.8480784727009113,0.27837333333333336,0.1487947026066772,34.0,norms_associative,12,2.6153846153846154,2.2373907034229212
787.0,0.4409554371367388,0.12100748611248761,6.378397921897436,0.8124395640385131,0.24935454545454547,0.09792638422444037,39.0,norms_associative,22,1.7727272727272727,1.165091419816027
788.0,0.4253449345761562,0.09237731487864254,6.209728400222222,0.7383953129613892,0.2600571428571429,0.17895735080346212,36.0,norms_associative,19,1.894736842105263,1.165049664272561
789.0,0.4219640991907144,0.10288088163860377,6.337266877357143,0.6926247852736003,0.2239625,0.08206293643121901,28.0,norms_associative,11,2.5454545454545454,2.104697618689132
790.0,0.41923190683859324,0.08787882782134145,6.216807652631579,0.7160753817962968,0.17608571428571426,0.053437578181507836,38.0,norms_associative,18,2.111111111111111,1.5947444549341472
791.0,0.44392604560524374,0.11156088859547185,6.413885896611111,0.5816803198217125,0.1918,0.045994782312779786,36.0,norms_associative,18,2.0,1.1547005383792515
792.0,0.429248203659927,0.10246634688234867,6.293287793195121,0.640075846279379,0.2076181818181818,0.07401376653274468,41.0,norms_associative,21,1.9523809523809523,1.2140522651411392
793.0,0.4542245573553377,0.11771983882277823,6.203047814057143,0.7732867884674137,0.18915384615384617,0.08949036834006788,35.0,norms_associative,14,2.5,2.026608708444444
794.0,0.47301884075310735,0.08624712395332214,6.090457903513514,0.6842151494777056,0.2693333333333333,0.1737757462938945,37.0,norms_associative,13,2.8461538461538463,1.3499945211372495
795.0,0.4085098431481834,0.12119101575220033,6.062366276829268,0.8505307825002464,0.169075,0.02173060711794049,41.0,norms_associative,23,1.7826086956521738,1.0614396187594524
796.0,0.40774217362406645,0.13468875980756842,6.16086780269697,0.7212522629315271,0.217475,0.16527665580639467,33.0,norms_associative,19,1.65,0.653834841531101
797.0,0.44836914489390484,0.1154761540944575,6.1708541040952385,0.7645409376643986,0.19480625,0.06729506637438835,42.0,norms_associative,21,2.0,1.1126972805283737
798.0,0.41018363571802596,0.10811262144467886,6.10405691148718,0.8469239407291463,0.2163357142857143,0.10140286452593897,39.0,norms_associative,24,1.625,1.033299730636437
893.0,0.43347063855150497,0.12292403340221288,6.001099372088236,0.6750068797794065,0.15113636363636365,0.0468350140968757,34.0,norms_associative,19,1.7894736842105263,1.6084954515722236
896.0,0.43069298759947067,0.12364666780226413,5.963817087571429,0.8418788478917502,0.17815,0.05623902466025564,42.0,norms_associative,23,1.826086956521739,1.0065945132861067
897.0,0.40509660823860927,0.09325671878877145,6.367751532821429,0.5618741342535699,0.20852727272727273,0.09859321569873954,28.0,norms_associative,14,1.8666666666666667,1.0873004286866728
898.0,0.4395041291387251,0.13611356048377407,6.007124348613636,0.7061284217773428,0.20679166666666668,0.08733632440517554,44.0,norms_associative,28,1.5714285714285714,0.9793792286287207
899.0,0.4316778998975267,0.11647061315709324,5.852154385347825,0.7887784382198577,0.22961666666666666,0.1295306289011576,46.0,norms_associative,17,2.5555555555555554,2.2415823335368903
994.0,0.4424570690228025,0.12481594696656571,5.962285467210527,0.9540855117189952,0.2182666666666667,0.11618345472361868,38.0,norms_associative,20,1.9,1.3
995.0,0.428953701275506,0.13461552986909484,6.19766923248,0.7396922501441747,0.2854125,0.0931851526723621,25.0,norms_associative,14,1.6666666666666667,0.9428090415820634
996.0,0.4254778845543144,0.1172001392651661,6.233601598545455,0.7148939654094894,0.2469875,0.15815153165330303,33.0,norms_associative,18,1.8333333333333333,1.0137937550497031
997.0,0.4013952998501722,0.11620041968662474,6.044439645518518,0.8526270593579582,0.2252,0.1432956268232449,27.0,norms_associative,16,1.588235294117647,0.9112901991076275
998.0,0.4172083333743581,0.13201901551300305,5.774371545769231,0.8075267718657582,0.1722875,0.07756803357913189,39.0,norms_associative,12,3.0,2.1483446221182985
999.0,0.4240789580075409,0.11219725488312479,6.449819919923077,0.5465363251652224,0.2268857142857143,0.11757632171730593,26.0,norms_associative,12,2.1666666666666665,1.8633899812498254
1098.0,0.3928645471649127,0.1297994282197659,5.762271264297297,0.7939334575369237,0.24694285714285716,0.12287021414406961,37.0,norms_associative,23,1.608695652173913,0.76551377659387
1099.0,0.4270923905277457,0.11227922369060514,6.22117273144898,0.6964265604094322,0.21385454545454544,0.07661407656085614,49.0,norms_associative,27,1.75,1.242836617236094
